SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
12616,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,12-08-2024 11:30,3.2
12617,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,15-08-2024 05:30,2.2
12618,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,16-08-2024 05:30,2.4
12619,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,19-08-2024 14:30,8.6
12620,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,19-08-2024 17:30,2.2
12621,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,20-08-2024 05:30,8.8
12622,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,20-08-2024 08:30,4.6
12623,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,25-08-2024 20:30,4.6
12624,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,31-08-2024 05:30,6.8
12625,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,03-09-2024 17:30,8.8
12626,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,04-09-2024 17:30,2.2
12627,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,08-09-2024 23:30,7.8
12628,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,09-09-2024 23:30,7.8
12629,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,26-09-2024 05:30,2.2
12630,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,26-09-2024 14:30,1.8
12631,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,03-10-2024 14:30,2.2
12632,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,03-10-2024 17:30,4.6
12633,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,04-10-2024 08:30,4.2
12634,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,04-10-2024 11:30,5.2
12635,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,04-10-2024 14:30,6.8
12636,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,08-10-2024 05:30,16.8
12637,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,11-10-2024 14:30,4.8
12638,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,15-10-2024 23:30,7.2
12639,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,19-10-2024 05:30,3.6
12640,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,23-10-2024 23:30,2.6
12641,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,24-10-2024 11:30,2.4
12642,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,24-10-2024 14:30,4.8
12643,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,25-10-2024 08:30,6.8
12644,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,13-03-2025 08:30,8.6
12645,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,22-04-2025 08:30,4.2
12646,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,27-04-2025 08:30,2.2
12647,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,28-04-2025 17:30,10.6
12648,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,01-05-2025 17:30,4.2
12649,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,11-05-2025 08:30,2.2
12650,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,11-05-2025 11:30,8.6
12651,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,13-05-2025 14:30,10.2
12652,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,18-05-2025 05:30,4.6
12653,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,19-05-2025 23:30,4.8
12654,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,20-05-2025 05:30,12.6
12655,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,20-05-2025 08:30,24.8
12656,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,20-05-2025 11:30,7.3
12657,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,22-05-2025 11:30,12.8
12658,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,25-05-2025 08:30,4.2
12659,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,26-05-2025 05:30,4.8
12660,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,29-05-2025 11:30,3.4
12661,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,29-05-2025 14:30,1.8
12662,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,29-05-2025 20:30,4.6
12663,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,29-05-2025 23:30,2.2
12664,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-05-2025 02:30,1
12665,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-05-2025 05:30,12.8
12666,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-05-2025 11:30,6.8
12667,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-05-2025 14:30,10.8
12668,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-05-2025 17:30,12.6
12669,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-05-2025 20:30,6.2
12670,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-05-2025 23:30,8.6
12671,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,31-05-2025 05:30,16.4
12672,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,31-05-2025 14:30,5.6
12673,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,01-06-2025 02:30,4.2
12674,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,02-06-2025 11:30,8.6
12675,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,04-06-2025 20:30,4.2
12676,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,10-06-2025 20:30,16.4
12677,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,17-06-2025 02:30,2.4
12678,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,17-06-2025 23:30,4.2
12679,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,22-06-2025 05:30,3.4
12680,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,23-06-2025 08:30,2.2
12681,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,23-06-2025 14:30,8.6
12682,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,24-06-2025 05:30,16.6
12683,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,25-06-2025 02:30,18.8
12684,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,25-06-2025 05:30,15.4
12685,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-06-2025 17:30,10.6
12686,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,30-06-2025 20:30,8.6
12687,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,01-07-2025 17:30,6.4
12688,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,02-07-2025 05:30,2.2
12689,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,02-07-2025 23:30,16.8
12690,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,03-07-2025 05:30,14.4
12691,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,03-07-2025 23:30,6.2
12692,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,04-07-2025 05:30,16.8
12693,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,05-07-2025 05:30,10.4
12694,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,05-07-2025 23:30,8.2
12695,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,06-07-2025 02:30,4.2
12696,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,06-07-2025 05:30,22.6
12697,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,08-07-2025 05:30,9.8
12698,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,08-07-2025 08:30,2.2
12699,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,27-07-2025 08:30,4.2
12700,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,28-07-2025 05:30,2.2
12701,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,02-08-2025 14:30,6.2
12702,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,02-08-2025 17:30,2.2
12703,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,08-08-2025 08:30,2
12704,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,12-08-2025 08:30,2.2
12705,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,12-08-2025 17:30,2.4
12706,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,12-08-2025 23:30,6.8
12707,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,13-08-2025 17:30,2.2
12708,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,15-08-2025 02:30,7.6
12709,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,15-08-2025 05:30,4.8
12710,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,14-09-2025 05:30,4.6
12711,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,15-09-2025 05:30,3.8
12712,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,23-09-2025 08:30,8.6
12713,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,24-09-2025 05:30,10.6
12714,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,02-10-2025 17:30,16.4
12715,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,05-10-2025 08:30,8
12716,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,08-10-2025 14:30,2.2
12717,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,08-10-2025 17:30,4.2
12718,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,09-10-2025 02:30,3.4
12719,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,02-11-2025 08:30,2.2
12720,Bokajan,CWC,18,Assam,292,KARBI ANGLONG,DIPHU,-,-,Brahmaputra,Brahmaputra,Dhansiri (South),-,-,Dhansiri (South),26.01944444,93.78972222,05-11-2025 08:30,2.1
12721,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,01-05-2023 08:30,12.9
12722,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,01-05-2023 14:30,0.3
12723,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,01-05-2023 17:30,1.2
12724,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,01-05-2023 20:30,5.9
12725,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,03-05-2023 02:30,0.5
12726,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,03-05-2023 05:30,0.6
12727,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,04-05-2023 02:30,0.5
12728,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,04-05-2023 05:30,0.6
12729,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,04-05-2023 17:30,1.3
12730,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,04-05-2023 20:30,0.8
12731,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,04-05-2023 23:30,3.1
12732,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,07-05-2023 02:30,4
12733,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,07-05-2023 05:30,0.8
12734,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,07-05-2023 08:30,0.2
12735,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,07-05-2023 23:30,0.7
12736,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,08-05-2023 20:30,1.3
12737,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,08-05-2023 23:30,4.8
12738,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,14-05-2023 17:30,0.2
12739,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,16-05-2023 14:30,0.4
12740,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,16-05-2023 17:30,0.1
12741,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,17-05-2023 20:30,0.6
12742,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,17-05-2023 23:30,1.8
12743,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,18-05-2023 02:30,0.1
12744,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,19-05-2023 23:30,1.5
12745,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,20-05-2023 14:30,0.7
12746,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,21-05-2023 20:30,0.5
12747,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,22-05-2023 02:30,0.9
12748,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,22-05-2023 20:30,2.1
12749,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,22-05-2023 23:30,2.4
12750,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,25-05-2023 05:30,0.2
12751,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,25-05-2023 08:30,1.4
12752,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,26-05-2023 02:30,1
12753,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,26-05-2023 11:30,0.2
12754,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,26-05-2023 14:30,1.3
12755,Boomthang,CWC,18,Assam,280,BARPETA,BARPETA,-,-,-,-,-,-,-,-,27.54027778,90.75500000,26-05-2023 23:30,0.9
